algorithm,trial,avg_error,max_error
spring,300,2.0963712416809606,2.1898614238421334
spring,301,2.0881961027311333,2.1972257586550623
spring,302,2.0846757690952846,2.190764068902297
spring,303,2.086440005476162,2.1893946666351205
spring,304,2.078053081908443,2.1802634032293597
spring,305,2.090086120399029,2.190107656733131
spring,306,2.0853256595948433,2.19227930348547
spring,307,2.0817476304966696,2.1757812015658007
spring,308,2.0848268185778482,2.187746419457614
spring,309,2.0820929278386107,2.1976973719496913
spring,310,2.0887953629793445,2.185121682261164
spring,311,2.0768626448494336,2.178548762358204
spring,312,2.090473746277184,2.1906722422056735
spring,313,2.0907199197695854,2.180197877190882
spring,314,2.0817704909893644,2.1814873110641058
spring,315,2.0912210924813412,2.187834782602265
spring,316,2.091935068919275,2.1871670598443207
spring,317,2.0892294381726435,2.188687369731882
spring,318,2.0825368343621045,2.1899663853832925
spring,319,2.079289703246234,2.1904876709004655
spring,320,2.0798723333182174,2.183792813826622
spring,321,2.0824267158160246,2.176228264702763
spring,322,2.0965905697697016,2.1988334333261252
spring,323,2.0892030448560277,2.190520401672325
spring,324,2.0866842855561094,2.185120702722944
spring,325,2.0809536215849502,2.1864572832764604
spring,326,2.094422720272317,2.1870268606476397
spring,327,2.090724589291517,2.183806288204685
spring,328,2.0824513216621976,2.1916472649407335
spring,329,2.0919811642045354,2.1905261190298018
spring,330,2.0840905691488554,2.181358459403462
spring,331,2.0746960802311856,2.187158934595172
spring,332,2.0776529494868443,2.1805099113924085
spring,333,2.081030028570799,2.1849261865473375
spring,334,2.092081029313913,2.171874322790992
spring,335,2.0804799622863457,2.1866567611441843
spring,336,2.0802075085818656,2.1822203423541024
spring,337,2.082927883841472,2.1743767566230408
spring,338,2.083496900802335,2.184334749877316
spring,339,2.0875216795172356,2.1955241150090865
spring,340,2.0861994378069055,2.194321990836328
spring,341,2.082672663246895,2.195892376319213
spring,342,2.0893990860939016,2.1810702678937264
spring,343,2.0893606209500253,2.186611436876145
spring,344,2.0950540552421044,2.1893359664107765
spring,345,2.0878469107163498,2.182843442389862
spring,346,2.07576547369787,2.1831285376149183
spring,347,2.083054950734958,2.169747599674575
spring,348,2.108481319098801,2.2015303123918475
spring,349,2.0945949267331625,2.185298687857797
spring,350,2.0923904105593207,2.1943081371366566
spring,351,2.08476639480469,2.1829136254241184
spring,352,2.094589882152457,2.191893095419462
spring,353,2.0896117792997995,2.1795951066890984
spring,354,2.0811424719492195,2.1876999139685847
spring,355,2.086435401054381,2.1840591668280296
spring,356,2.086816333889187,2.1922753878879733
spring,357,2.092409637446219,2.1880653667097643
spring,358,2.0853330804397823,2.1927715249522217
spring,359,2.074870589826188,2.196550999132148
spring,360,2.0842403023402234,2.1814382372425825
spring,361,2.0883535733273777,2.185734353809237
spring,362,2.082968822169393,2.178720619821109
spring,363,2.09348876759747,2.195092097128328
spring,364,2.08327584336315,2.1972604260756237
spring,365,2.090474881645064,2.187768418433345
spring,366,2.100813998492381,2.200862988438318
spring,367,2.090765713347197,2.19121873562575
spring,368,2.076475772592675,2.181369417367088
spring,369,2.090585790183142,2.1853737320638853
spring,370,2.0873650656994944,2.195931663763328
spring,371,2.096631410228703,2.1934182381380896
spring,372,2.0841550794326515,2.183899980055374
spring,373,2.092216102117206,2.1924525448292287
spring,374,2.091282937698231,2.1950918428909407
spring,375,2.0851638610538688,2.1924166516064223
spring,376,2.0907060820554264,2.190726751891712
spring,377,2.0947397715543317,2.1983475967660655
spring,378,2.0808256317138523,2.1680989985233112
spring,379,2.0910026335091985,2.1922787357831295
spring,380,2.098498168294672,2.188304844464261
spring,381,2.0932476310472925,2.2041540385127014
spring,382,2.0920613710780813,2.1971372799156534
spring,383,2.080982257557498,2.1950818579123754
spring,384,2.0948887252875923,2.1979182170777207
spring,385,2.075777808508325,2.1847993971861377
spring,386,2.079675318508731,2.1839336118843655
spring,387,2.084498501940519,2.1998382369427976
spring,388,2.08609753292929,2.1883146989544504
spring,389,2.0885498474865387,2.1919370377044896
spring,390,2.0899201826098324,2.1914088760429618
spring,391,2.0831342465856086,2.179577249008374
spring,392,2.0842810906173144,2.1915838129684206
spring,393,2.0824869154155445,2.2040909698675426
spring,394,2.081862772584244,2.180736884980033
spring,395,2.0850501494537057,2.175872071819454
spring,396,2.0862352881350845,2.1801617859680618
spring,397,2.0949876650339294,2.193547821191461
spring,398,2.095429446989352,2.1876557601353377
spring,399,2.088567472333776,2.1848387462721766
spring,400,2.0862008319273517,2.179071325099246
spring,401,2.076944675201039,2.192379686179448
spring,402,2.0782475329402743,2.198216800435528
spring,403,2.085208088922416,2.1826557821284136
spring,404,2.084766616545818,2.178305668122356
spring,405,2.088207581748535,2.1898093031407733
spring,406,2.079997570660968,2.180855642216482
spring,407,2.08038615829112,2.198272515730459
spring,408,2.085557102827321,2.1924239956044076
spring,409,2.0878209372673466,2.185813312744729
spring,410,2.0835969943217423,2.199026266925829
spring,411,2.098244616334888,2.196281968083968
spring,412,2.082201802075072,2.18986066898496
spring,413,2.0854629642039195,2.190974239702982
spring,414,2.090138672670791,2.190568730578486
spring,415,2.09279826268961,2.1981251838487346
spring,416,2.0756456261200085,2.185734181202556
spring,417,2.079905220646697,2.17542192625841
spring,418,2.0810076673655122,2.189689122700488
spring,419,2.1016425420278613,2.205644705541882
spring,420,2.094502984047192,2.1909841702617223
spring,421,2.0866668997701594,2.182259066326128
spring,422,2.0834081655839154,2.1801176323810276
spring,423,2.0879043225641154,2.1965860155809
spring,424,2.0919591588655577,2.195915058895952
spring,425,2.0938303762698722,2.173917931477458
spring,426,2.0863146543762,2.1907120112258167
spring,427,2.0877090684831288,2.1828062486763007
spring,428,2.0837645375252634,2.1774205854141693
spring,429,2.087344450612301,2.1868016242226305
spring,430,2.092329916782608,2.189934393218308
spring,431,2.0803315161534517,2.1908843502043904
spring,432,2.0811701583078364,2.1920528944460016
spring,433,2.0883384063092243,2.1926550167730228
spring,434,2.092577314682227,2.197337723686993
spring,435,2.088957763022105,2.1944487596817193
spring,436,2.0912397933013507,2.195561058428298
spring,437,2.095399755196015,2.190623552153659
spring,438,2.092267236585716,2.1973449286393096
spring,439,2.0854280662624975,2.1897259279297074
spring,440,2.098443425723408,2.194465528798956
spring,441,2.0843557367049335,2.1845979578343586
spring,442,2.0802226286673555,2.1810304819917663
spring,443,2.084112253411805,2.194706784052741
spring,444,2.08716472564234,2.181883317603578
spring,445,2.073641551315429,2.182465842831697
spring,446,2.0915456466802977,2.1972287465429208
spring,447,2.0877316506133834,2.191878180719582
spring,448,2.0777292513527215,2.1801620062438305
spring,449,2.079151482208486,2.184453676076296
spring,450,2.0818426373922447,2.1776330841363047
spring,451,2.0818447849053454,2.1757844673827393
spring,452,2.0898050166369115,2.1854311785657976
spring,453,2.0839820690086457,2.184250236577557
spring,454,2.08147408315166,2.179042902855046
spring,455,2.090809452152746,2.1985063481383014
spring,456,2.0833543195377335,2.1762534603796713
spring,457,2.074082303489437,2.194487343962729
spring,458,2.084836638000429,2.194068992043883
spring,459,2.077563592473789,2.179705115138779
spring,460,2.091001876577297,2.193804614389596
spring,461,2.0953410543376427,2.1988936493763194
spring,462,2.095244339022275,2.188379988842523
spring,463,2.0859524189854595,2.1712456928212225
spring,464,2.072252512883014,2.175852000015555
spring,465,2.080479637566375,2.184894307689946
spring,466,2.0861637695698,2.2009220227547583
spring,467,2.071838392509558,2.1823682329847234
spring,468,2.080972274739041,2.1914913110810144
spring,469,2.074837074067287,2.1900015904480847
spring,470,2.087253362527794,2.1850526243380717
spring,471,2.0949367234953926,2.207189818726735
spring,472,2.093955673204802,2.2041831462480013
spring,473,2.0816963563554043,2.1798042307341015
spring,474,2.0857970374711727,2.1760891305203134
spring,475,2.0833604866401676,2.1862476361862004
spring,476,2.0964501164674543,2.192422238322302
spring,477,2.075008820447794,2.1699992735502485
spring,478,2.079633549448583,2.181840966530182
spring,479,2.088182933022286,2.186548411418652
spring,480,2.087463978507369,2.187063233803159
spring,481,2.0808192461723647,2.1932170947549756
spring,482,2.092034738698012,2.1996948386828166
spring,483,2.0702607940063964,2.19145557102194
spring,484,2.074136019304098,2.179444894928006
spring,485,2.088217855219283,2.18668938782637
spring,486,2.0858779211009475,2.196933673336168
spring,487,2.0843717054739814,2.1948999315011677
spring,488,2.0930180752311904,2.190533697539375
spring,489,2.0890559851404116,2.1915933362418687
spring,490,2.0888707495058734,2.1830659814059676
spring,491,2.080021484955749,2.199255611792825
spring,492,2.0846156822160236,2.1939907725229664
spring,493,2.0938319709827313,2.173698512949175
spring,494,2.0849739316220703,2.181506145996226
spring,495,2.087286925119819,2.203462995333738
spring,496,2.091969907402841,2.1860802196806914
spring,497,2.0785232049173805,2.187479255190494
spring,498,2.0907928273950698,2.187817198453987
spring,499,2.089603867987572,2.182502136344202
spring,500,2.075905080723764,2.18141566049824
spring,501,2.088609276059857,2.1916514567279566
spring,502,2.082575344028145,2.1793140260956343
spring,503,2.087968370287644,2.196783176162252
spring,504,2.08700837627386,2.190500423780794
spring,505,2.0992424944782955,2.1910890932832094
spring,506,2.095074147729068,2.193927590784938
spring,507,2.0784699501791946,2.182109457092356
spring,508,2.079958026086183,2.1810688902051183
spring,509,2.0869424328735415,2.189831993266622
spring,510,2.0865478527595553,2.195679909332249
spring,511,2.0854136809680672,2.1795432630903733
spring,512,2.0971893281426817,2.199258146366494
spring,513,2.0859723630821714,2.189283637507546
spring,514,2.081567474073533,2.1870392832013184
spring,515,2.0832464485672286,2.176649272751466
spring,516,2.089178571758277,2.1846633745176187
spring,517,2.086131775164561,2.194540346717339
spring,518,2.0838358969934396,2.1965102936895815
spring,519,2.0794938912173437,2.1975131464055764
spring,520,2.0802098045393502,2.1814928996440703
spring,521,2.0903519265358548,2.1995413716471313
spring,522,2.0691923586029817,2.186668618860928
spring,523,2.0792361703149664,2.192859010470892
spring,524,2.083853893144405,2.1815989109486895
spring,525,2.0869538298929315,2.1887784436919318
spring,526,2.0911024723878984,2.19203237775927
spring,527,2.0884311132721747,2.1978435765948205
spring,528,2.084980797599561,2.1885193587580614
spring,529,2.08602614525236,2.1970110767032325
spring,530,2.0787345950857454,2.1850438433012633
spring,531,2.0880597754928356,2.1951981701662184
spring,532,2.0928470607113647,2.1778634607078113
spring,533,2.0892722795270444,2.1891975372143495
spring,534,2.077344822287356,2.194579879718949
spring,535,2.0768438483362623,2.188008590793302
spring,536,2.0756128618733247,2.180085417253871
spring,537,2.087662666219762,2.1890548219454704
spring,538,2.0838920742174056,2.1867134256265888
spring,539,2.082493971691979,2.1850011344716918
spring,540,2.0868973614558444,2.1815790700312943
spring,541,2.079358938318662,2.1857529153010664
spring,542,2.096949201376421,2.187956448175197
spring,543,2.085953994829691,2.203516168267402
spring,544,2.1016666366621055,2.1930920435379435
spring,545,2.0765079737383236,2.182131998351131
spring,546,2.0873261356159247,2.1961202055456823
spring,547,2.095482804904957,2.201396222570813
spring,548,2.0746353802081594,2.1681465475426904
spring,549,2.094620921403419,2.1993943096525395
spring,550,2.092564659395073,2.185085684645248
spring,551,2.086358920160174,2.1761877041588233
spring,552,2.0798706293715434,2.1896345592879904
spring,553,2.086411732179125,2.2015786470739758
spring,554,2.084303290773362,2.1919355772804203
spring,555,2.0819067892907075,2.1973231838428338
spring,556,2.079028614100853,2.184316340291803
spring,557,2.0889582078808746,2.184443575558238
spring,558,2.089580692972275,2.187705977108223
spring,559,2.0915647109197923,2.1916799479370557
spring,560,2.088471406795501,2.2014752920183076
spring,561,2.0827845654448236,2.1977098341526045
spring,562,2.087056715586148,2.1945664856121856
spring,563,2.083601051871708,2.1903428906550015
spring,564,2.0825687363836534,2.1917157090245514
spring,565,2.0861881259753234,2.1730185491274505
spring,566,2.096212057502546,2.1981189147162694
spring,567,2.089157634386124,2.186052874058818
spring,568,2.0877417951299893,2.189708880616795
spring,569,2.089844902800084,2.192140522736494
spring,570,2.080388190573897,2.188434327378393
spring,571,2.0858251221151223,2.1980974324804103
spring,572,2.0876171026014743,2.195667162217416
spring,573,2.0901970033965975,2.196466192234633
spring,574,2.0808992299964544,2.1811677411999955
spring,575,2.088767821365916,2.193718828706266
spring,576,2.091945093253241,2.1958857672701644
spring,577,2.0912593078875763,2.1810991978531113
spring,578,2.0875111151978603,2.196183738414058
spring,579,2.0797688398122673,2.191901070862558
spring,580,2.084840808108059,2.180293557479157
spring,581,2.0823072616763856,2.1835350075230306
spring,582,2.091584202286065,2.1858867371376673
spring,583,2.089607041478684,2.192947522063003
spring,584,2.087086091024525,2.1820716537168376
spring,585,2.0834918258412487,2.1794332774342684
spring,586,2.078854931202783,2.19857301372428
spring,587,2.08907060868674,2.184466437454463
spring,588,2.0804218731634068,2.193990038587227
spring,589,2.094824560912054,2.197835079753429
spring,590,2.0820028143421774,2.185611145163452
spring,591,2.080622596420177,2.1793220061684626
spring,592,2.095512215268898,2.197999108701585
spring,593,2.094671150722302,2.195122232083469
spring,594,2.085328034933096,2.183873511189602
spring,595,2.078025491607876,2.18401975274926
spring,596,2.081861597569425,2.1915664695527566
spring,597,2.0810629910849094,2.200211504196693
spring,598,2.082403671434894,2.1954975429893127
spring,599,2.0859521852891376,2.1932558123008223
spring,600,2.0779469940113153,2.1823865511765406
spring,601,2.080090108895236,2.1882494264432566
spring,602,2.0845896813270244,2.1860712964484055
spring,603,2.093193957755538,2.193084613927257
spring,604,2.0958421340772415,2.2026408393743653
spring,605,2.083169304786706,2.183705737219881
spring,606,2.0937536945160353,2.1921003155180747
spring,607,2.0869352978837545,2.1979473547143074
spring,608,2.0877516717981304,2.193066036507217
spring,609,2.083733713715786,2.183642609932043
spring,610,2.081523321481863,2.180926231764746
spring,611,2.0916857133771223,2.188988187608191
spring,612,2.096042208593475,2.1918587964533067
spring,613,2.0917928508235666,2.189997920235447
spring,614,2.0922822315355805,2.1969443262675052
spring,615,2.089747114485703,2.1923665146209177
spring,616,2.0838955723879957,2.164284513947711
spring,617,2.0836837626576186,2.189504910870792
spring,618,2.0865458402561625,2.19375508535231
spring,619,2.088625990090134,2.191168133688662
spring,620,2.0880752908905587,2.189904084345792
spring,621,2.0927625440698345,2.197284681293451
spring,622,2.0884617755624455,2.190494473787103
spring,623,2.08497104688235,2.19285000261422
spring,624,2.0893377044503234,2.1962144195664433
spring,625,2.082640561839758,2.188432922998817
spring,626,2.087498039954928,2.191520554008928
spring,627,2.0821975893262414,2.2035107186479563
spring,628,2.0810658553443817,2.1808817853808713
spring,629,2.0871873168440906,2.1805256728456124
spring,630,2.082171471010983,2.1794848726756064
spring,631,2.0877556674249074,2.185827528182484
